,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10
1882,1882,1883,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,1,The charges that they have put some vets up to making against Kerry are false and can be demonstrated by the historical record to be false .,The charges that they have put some vets up to making against Kerry and can be demonstrated by the historical record to be false,V,demonstrated,demonstrate,VBN,Part,Tenseless,Simple,Act,4.0,2.0399999999999998e-05,Fin,/,can,be,/,The charges that they have put some vets up to making against Kerry,/,/,charges,4.57e-05,def,Plur,3,human,full,17.0,NNS,2,/,0,/,/,/,/,/,/,/,/,/,/,/,by the historical record,by,record,0.000151,def,Sing,3,conc,8.0,NN,full,23,/,/,/,/,/,/,/,8,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1883,1883,1884,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,1,The charges that they have put some vets up to making against Kerry are false and can be demonstrated by the historical record to be false .,The charges that they have put some vets up to making against Kerry to be false,A,false,false,JJ,/,Tenseless,Simple,Act,1.0,4.3700000000000005e-05,Nonfin,/,/,/,/,The charges that they have put some vets up to making against Kerry,/,/,charges,4.57e-05,def,Plur,3,human,full,17.0,NNS,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1884,1884,1885,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,2,"Most of those making the charges have even flip-flopped, contradicting themselves.",making the charges,V,making,make,VBG,Ger,Tenseless,Prog,Act,2.0,0.000324,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the charges,0,/,4.57e-05,charges,def,Plur,3,human,3.0,NNS,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1885,1885,1886,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,2,"Most of those making the charges have even flip-flopped, contradicting themselves.",flip,V,flip,flip,VB,Inf,Tenseless,Simple,Act,1.0,1.29e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1886,1886,1887,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,2,"Most of those making the charges have even flip-flopped, contradicting themselves.","Most of those making the charges have even flip - flopped , contradicting themselves .",V,flopped,flop,VBN,Part,Pres,Perf,Act,1.0,8.51e-07,Fin,/,/,have,/,Most of those making the charges,/,/,Most,0.001,indef,/,3,/,NMA!,8.0,JJS,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1887,1887,1888,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,2,"Most of those making the charges have even flip-flopped, contradicting themselves.",contradicting themselves,V,contradicting,contradict,VBG,Ger,Tenseless,Prog,Act,4.0,9.770000000000001e-07,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,themselves,0,/,0.000148,themselves,def,Plur,3,/,2.0,PRP,pron,14,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,9,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1888,1888,1889,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,3,Or they weren't eyewitnesses and are just lying.,Or they were n't eyewitnesses and are just lying .,N,eyewitnesses,eyewitness,NNS,/,Tenseless,Simple,Act,4.0,8.709999999999999e-07,Nonfin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,10,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1889,1889,1890,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,3,Or they weren't eyewitnesses and are just lying.,Or they and are just lying,V,lying,lie,VBG,Part,Pres,Prog,Act,2.0,4.07e-05,Fin,/,/,are,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,10,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1890,1890,1891,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,4,But to address the substance of this Big Lie is to risk falling into its logic.,to address the substance of this Big Lie,V,address,address,VB,Inf,Tenseless,Simple,Act,2.0,7.759999999999999e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the substance of this Big Lie,0,/,2.4e-05,substance,def,Sing,3,conc,7.0,NN,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1891,1891,1892,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,4,But to address the substance of this Big Lie is to risk falling into its logic.,But to address the substance of this Big Lie is to risk falling into its logic .,V,is,be,VBZ,Fin,Pres,Simple,Act,1.0,0.0115,Fin,/,/,/,/,to address the substance of this Big Lie,/,/,address,7.76e-05,indef,/,3,loc,full,10.0,VB,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1892,1892,1893,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,4,But to address the substance of this Big Lie is to risk falling into its logic.,to risk falling into its logic,V,risk,risk,VB,Inf,Tenseless,Simple,Act,1.0,0.000129,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1893,1893,1894,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,4,But to address the substance of this Big Lie is to risk falling into its logic.,falling into its logic,V,falling,fall,VBG,Ger,Tenseless,Prog,Act,2.0,4.57e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,into its logic,into,logic,2.57e-05,indef,Sing,3,nonconc,5.0,NN,full,16,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1894,1894,1895,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,5,The true absurdity of the entire situation is easily appreciated when we consider that George W. Bush never showed any bravery at all at any point in his life.,The true absurdity of the entire situation is easily appreciated when we consider that George W. Bush never showed any bravery at all at any point in his life .,V,appreciated,appreciate,VBN,Part,Pres,Simple,Pass,5.0,1.4800000000000002e-05,Fin,/,/,is,be,The true absurdity of the entire situation,/,/,absurdity,1.55e-06,def,Sing,3,nonconc,full,15.0,NN,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1895,1895,1896,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,5,The true absurdity of the entire situation is easily appreciated when we consider that George W. Bush never showed any bravery at all at any point in his life.,when we consider that George W. Bush never showed any bravery at all at any point in his life,V,consider,consider,VBP,Fin,Pres,Simple,Act,3.0,0.0001,Fin,/,/,/,/,we,/,/,we,0.00316,def,Plur,1,human,pron,1.0,PRP,12,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act
1896,1896,1897,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,5,The true absurdity of the entire situation is easily appreciated when we consider that George W. Bush never showed any bravery at all at any point in his life.,that George W. Bush never showed any bravery at all at any point in his life,V,showed,show,VBN,Part,Tenseless,Simple,Pass,1.0,6.759999999999999e-05,Fin,/,/,/,/,George W. Bush,/,/,George,0.0001,def,Sing,3,human,proper,5.0,NNP,15,any bravery at all,0,/,4.17e-06,bravery,indef,Sing,3,nonconc,7.0,NN,full,21,at any point in his life,at,point,0.000355,indef,Sing,3,loc,7.0,NN,full,26,/,/,/,/,/,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act
1897,1897,1898,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,6,He has never lived in a war zone.,He has never lived in a war zone .,V,lived,live,VBN,Part,Pres,Perf,Act,1.0,8.32e-05,Fin,/,/,has,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1.0,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,in a war zone,in,zone,5.25e-05,indef,Sing,3,loc,4.0,NN,full,8,/,/,/,/,/,20,/,/,/,/,Pass,Act,Pass,Act,Act,Act,Act,Act,Act,Act
1898,1898,1899,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,7,"If some of John Kerry's wounds were superficial, Bush received no wounds.",If some of John Kerry 's wounds were superficial,A,superficial,superficial,JJ,/,Tenseless,Simple,Act,4.0,3.8e-06,Nonfin,/,/,/,/,some of John Kerry 's wounds,/,/,some,0.00155,indef,/,3,/,det,7.0,DT,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Pass,Act,Pass,Act,Act,Act,Act,Act,Act
1899,1899,1900,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,7,"If some of John Kerry's wounds were superficial, Bush received no wounds.","If some of John Kerry 's wounds were superficial , Bush received no wounds .",V,received,receive,VBD,Fin,Past,Simple,Act,2.0,0.000155,Fin,/,/,/,/,Bush,/,/,Bush,3.47e-05,def,Sing,3,human,proper,1.0,NNP,11,no wounds,0,/,1.2e-05,wounds,indef,Plur,3,nonconc,2.0,NNS,full,14,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,20,/,/,/,/,Act,Act,Pass,Act,Pass,Act,Act,Act,Act,Act
1900,1900,1901,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,8,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.",a piece of shrapnel in the forearm that caused only a minor wound,V,caused,cause,VBD,Fin,Past,Simple,Act,1.0,8.13e-05,Fin,/,/,/,/,that,a piece of shrapnel in the forearm that caused only a minor wound,/,that,0.0105,def,Sing,3,conc,wh,1.0,WDT,/,only a minor wound,0,/,1.7e-05,wound,indef,Sing,3,nonconc,6.0,NN,full,16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Pass,Act,Pass,Act,Act,Act,Act
1901,1901,1902,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,8,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.","( And , a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain ; the shrapnel being in your body demonstrates you were in mortal danger and did n't absent yourself from it .",V,killed,kill,VBN,Part,Tenseless,Simple,Act,1.0,0.000155,Fin,/,would,have,/,a piece of shrapnel in the forearm that caused only a minor wound,/,/,piece,9.33e-05,indef,Sing,3,conc,full,17.0,NN,5,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,39,/,/,/,/,Act,Act,Act,Act,Pass,Act,Pass,Act,Act,Act
1902,1902,1903,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,8,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.",had it hit an eye and gone into the brain,V,hit,hit,VBN,Part,Past,Perf,Act,1.0,0.00021899999999999998,Fin,/,/,had,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,21,an eye,0,/,0.0001,eye,indef,Sing,3,loc,2.0,NN,full,24,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,39,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Pass,Act,Act
1903,1903,1904,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,8,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.",it and gone into the brain,V,gone,go,VBN,Part,Tenseless,Simple,Pass,1.0,0.000148,Fin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,21,/,0,/,/,/,/,/,/,/,/,/,/,/,into the brain,into,brain,7.94e-05,def,Sing,3,human,4.0,NN,full,29,/,/,/,/,/,39,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Pass,Act
1904,1904,1905,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,8,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.",being in your body,N,body,body,NN,/,Tenseless,Simple,Act,2.0,0.000251,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Pass,Act,Pass
1905,1905,1906,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,8,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.",the shrapnel being in your body demonstrates you were in mortal danger and did n't absent yourself from it,V,demonstrates,demonstrate,VBZ,Fin,Pres,Simple,Act,3.0,7.41e-06,Fin,/,/,/,/,the shrapnel being in your body,/,/,shrapnel,1.45e-06,def,Sing,3,conc,full,9.0,NN,32,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,34,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Pass,Act
1906,1906,1907,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,8,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.",you were in mortal danger and did n't absent yourself from it,N,danger,danger,NN,/,Tenseless,Simple,Act,2.0,4.1700000000000004e-05,Nonfin,/,/,/,/,you,/,/,you,0.00977,def,Sing,2,human,pron,1.0,PRP,38,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,32,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Pass
1907,1907,1908,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,8,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.",you and did n't absent yourself from it,V,absent,absent,VB,Inf,Past,Simple,Act,2.0,9.77e-06,Fin,/,/,did,/,you,/,/,you,0.00977,def,Sing,2,human,pron,1.0,PRP,38,yourself,0,/,0.000182,yourself,def,Sing,2,/,2.0,PRP,pron,47,from it,from,it,0.00912,def,Sing,3,nonconc,2.0,PRP,pron,49,/,/,/,/,/,32,/,34,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act
1908,1908,1909,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,9,That is the logic of the medal).,That is the logic of the medal ) .,N,logic,logic,NN,/,Tenseless,Simple,Act,2.0,2.57e-05,Nonfin,/,/,/,/,That,/,/,That,0.0105,indef,Sing,3,/,det,1.0,DT,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Pass,Act,Act,Act,Act,Act
1909,1909,1910,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,10,Kerry saved a man's life while under fire.,Kerry saved a man 's life while under fire .,V,saved,save,VBD,Fin,Past,Simple,Act,1.0,4.79e-05,Fin,/,/,/,/,Kerry,/,/,Kerry,8.13e-06,def,Sing,3,human,proper,2.0,NNP,1,a man 's life,0,/,0.000776,life,indef,Sing,3,human,4.0,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,42,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Act,Act,Act
1910,1910,1911,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,11,Bush did no such thing.,Bush did no such thing .,V,did,do,VBD,Fin,Past,Simple,Act,1.0,0.0009119999999999999,Fin,/,/,/,/,Bush,/,/,Bush,3.47e-05,def,Sing,3,human,proper,1.0,NNP,1,no such thing,0,/,0.00049,thing,indef,Sing,3,conc,3.0,NN,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,20,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Act,Act
1911,1911,1912,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,12,What was Bush doing with his youth?,What was Bush doing with his youth ?,V,doing,do,VBG,Part,Past,Prog,Act,2.0,0.00037200000000000004,Fin,/,/,was,/,Bush,/,/,Bush,3.47e-05,def,Sing,3,human,proper,1.0,NNP,3,What,0,/,0.0024,What,indef,/,3,/,1.0,WP,wh,1,with his youth,with,youth,6.61e-05,indef,Sing,3,human,3.0,NN,full,7,/,/,/,/,/,20,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Act,Act
1912,1912,1913,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,13,He was drinking.,He was drinking .,V,drinking,drink,VBG,Part,Past,Prog,Act,2.0,5.7499999999999995e-05,Fin,/,/,was,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1.0,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,20,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act
1913,1913,1914,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,14,"He was drinking like a fish, every night, into the wee hours.","He was drinking like a fish , every night , into the wee hours .",V,drinking,drink,VBG,Part,Past,Prog,Act,2.0,5.7499999999999995e-05,Fin,/,/,was,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1.0,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,like a fish,like,fish,7.94e-05,indef,Sing,3,human,3.0,NN,full,6,every night,into the wee hours,9,14,/,20,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass
1914,1914,1915,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,16,"He gave no service to anyone, risked nothing, and did not even slack off efficiently.","He gave no service to anyone , risked nothing , and did not even slack off efficiently .",V,gave,give,VBD,Fin,Past,Simple,Act,1.0,0.000178,Fin,/,/,/,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1.0,PRP,1,no service,0,/,0.000269,service,indef,Sing,3,org,3.0,NN,full,4,to anyone,to,anyone,0.000214,indef,Sing,3,/,4.0,NN,full,6,/,/,/,/,/,20,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1915,1915,1916,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,16,"He gave no service to anyone, risked nothing, and did not even slack off efficiently.","He , risked nothing",V,risked,risk,VBD,Fin,Past,Simple,Act,1.0,2.34e-06,Fin,/,/,/,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1.0,PRP,1,nothing,0,/,0.000347,nothing,indef,Sing,3,nonconc,2.0,NN,full,9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,20,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1916,1916,1917,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,16,"He gave no service to anyone, risked nothing, and did not even slack off efficiently.","He , and did not even slack off efficiently",V,slack off,slack off,VB,Inf,Past,Simple,Act,1.0,4.55e-06,Fin,/,/,did,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1.0,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,20,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1917,1917,1918,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,17,"The history of alcoholism and possibly other drug use is a key issue because it not only speaks to Bush's character as an addictive personality, but may tell us something about his erratic and alarming actions as president.","The history of alcoholism and possibly other drug use is a key issue because it not only speaks to Bush 's character as an addictive personality , but may tell us something about his erratic and alarming actions as president .",N,issue,issue,NN,/,Tenseless,Simple,Act,2.0,0.000166,Nonfin,/,/,/,/,The history of alcoholism and possibly other drug use,/,/,history,0.000245,def,Sing,3,time,full,17.5,NN,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,17,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1918,1918,1919,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,17,"The history of alcoholism and possibly other drug use is a key issue because it not only speaks to Bush's character as an addictive personality, but may tell us something about his erratic and alarming actions as president.","because it not only speaks to Bush 's character as an addictive personality , but may tell us something about his erratic and alarming actions as president",V,speaks,speak,VBZ,Fin,Pres,Simple,Act,1.0,2.6300000000000002e-05,Fin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,15,/,0,/,/,/,/,/,/,/,/,/,/,/,to Bush 's character as an addictive personality,to,character,0.000126,indef,Sing,3,human,16.0,NN,full,22,/,/,/,/,/,17,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1919,1919,1920,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,17,"The history of alcoholism and possibly other drug use is a key issue because it not only speaks to Bush's character as an addictive personality, but may tell us something about his erratic and alarming actions as president.","it , but may tell us something about his erratic and alarming actions as president",V,tell,tell,VB,Inf,Tenseless,Simple,Act,1.0,0.000331,Fin,/,/,may,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,15,us,1,/,0.00102,us,def,Plur,1,human,1.5,PRP,pron,31,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,17,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1920,1920,1921,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,18,"His explosive temper probably provoked the disastrous siege of Fallujah last spring, killing 600 Iraqis, most of them women and children, in revenge for the deaths of 4 civilian mercenaries, one of them a South African.","His explosive temper probably provoked the disastrous siege of Fallujah last spring , killing 600 Iraqis , most of them women and children , in revenge for the deaths of 4 civilian mercenaries , one of them a South African .",V,provoked,provoke,VBD,Fin,Past,Simple,Act,2.0,4.47e-06,Fin,/,/,/,/,His explosive temper,/,/,temper,6.17e-06,indef,Sing,3,nonconc,full,6.0,NN,3,the disastrous siege of Fallujah last spring,0,/,8.71e-06,siege,def,Sing,3,nonconc,12,NN,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,37,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1921,1921,1922,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,18,"His explosive temper probably provoked the disastrous siege of Fallujah last spring, killing 600 Iraqis, most of them women and children, in revenge for the deaths of 4 civilian mercenaries, one of them a South African.","killing 600 Iraqis , most of them women and children , in revenge for the deaths of 4 civilian mercenaries , one of them a South African",V,killing,kill,VBG,Ger,Tenseless,Prog,Act,2.0,7.240000000000001e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,"600 Iraqis , most of them women and children",0,/,1.95e-06,Iraqis,indef,Plur,3,loc,11,NNPS,proper,16,"in revenge for the deaths of 4 civilian mercenaries , one of them a South African",in,revenge,1.86e-05,indef,Sing,3,nonconc,24,NN,full,26,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1922,1922,1923,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,19,"(Newsweek reported that Bush commanded his cabinet, ""Let heads roll!"")","( Newsweek reported that Bush commanded his cabinet , "" Let heads roll ! "" )",V,reported,report,VBD,Fin,Past,Simple,Act,3.0,0.00011200000000000001,Fin,/,/,/,/,Newsweek,/,/,Newsweek,1.41e-06,def,Sing,3,org,proper,2.0,NNP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1923,1923,1924,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,19,"(Newsweek reported that Bush commanded his cabinet, ""Let heads roll!"")","that Bush commanded his cabinet , "" Let heads roll",V,commanded,command,VBD,Fin,Past,Simple,Act,3.0,9.12e-06,Fin,/,/,/,/,Bush,/,/,Bush,3.47e-05,def,Sing,3,human,proper,1.0,NNP,5,his cabinet,0,/,2.75e-05,cabinet,indef,Sing,3,org,3.5,NN,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,20,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
1924,1924,1925,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025,19,"(Newsweek reported that Bush commanded his cabinet, ""Let heads roll!"")",Let heads roll,V,Let,let,VB,Fin,Tenseless,Simple,Act,1.0,0.000389,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,heads,0,/,5.01e-05,heads,indef,Plur,3,human,1.0,NNS,full,12,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,True,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
